Company Name,Title / Role,Linked In URL / Company careers page,Applicants,Experience,Job Description,Requirement,Heard From / Source,Discovery date,Application date,Application Status,Rejection Date,Contact 1 ,Contact 1 state,Contact 1 Comm,Contact 2 ,Contact 2 state,Contact 2 comm,SU Alum 1,SU Alum 2,Note1,Note2,Cover Letter,Sponsership
TEKsystems,Data Analyst,https://careers.teksystems.com/us/en/job/JP-002103515/Data-Analyst,,,"The incumbent will be responsible for creating effective strategies to collect data, analyze information, conduct research and design data-driven solutions to support the Global Information Security (GIS), Cyber Security Assurance (CSA) Data Strategy Team. They will be required to translate non-functional/functional requirements into technical designs that include data lineage and aggregation, system interactions, business intelligence and end-to-end workflows. They must develop performance and operational metrics through the identification and reporting of key risk indicators (KRIs) with a strong focus on trending and gap analysis. Analytics and metrics will be used to guide business decisions, uncover new cyber risk trends, and identify opportunities/recommendations. This position will work closely with senior leaders and technology experts to develop detailed business requirements to convert complex analytical and quantitative data into meaningful, understandable visual displays for repeatable consumption by senior leadership and our stakeholders. Required Skills: • Self-starter with the ability to research and recognize relevant data, data patterns and determine the value-add of those to the overall business processes. Must be able to work independently with stakeholders and excel through hands-on learning. • Intermediate to expert knowledge of data collection and structuring concepts. • Intermediate knowledge of data mapping and/or creation of a data dictionary. • Intermediate knowledge of data visualization concepts with the ability to translate data into meaningful business context. • Intermediate knowledge of structured query language (SQL) and SDLC concepts • Strong organization and communication skills. Position will require task prioritization, requirement creation, presentations to senior leadership and interaction with technical/non-technical stakeholders. • Creative and proactive problem solver – ability to quickly grasp what the team needs and offer suggestions above and beyond what they are asking for to determine the best available solution • Basic to intermediate application of statistics principles to include standard deviations, deriving populations and sampling rates, probability and distribution, and non-graphical exploratory data analysis. • Ability to coach and walk others through statistical processes so that they understand how solutions were derived. • Willingness to work with technology teams that thrive on idea sharing and innovation. • Previous experience in managing large data sets, query tools, etc • Ability to prototype ideas into workable solutions that will translate into long-term automation projects for the technology teams. • Must be able to work independently on a team that is geographically separated. • Intermediate use of Microsoft Word, PowerPoint, and Visio • Expert use of Microsoft Excel to include pivot tables, macros, visualizations, and queries. • Track record in delivering metrics frameworks, executive dashboards, BI Visualization, or similar projects at the departmental scale (100+ people) of a Fortune 500 organization. Desired Skills: • Data mapping and analysis skills to include mapping dissimilar data structures across multiple systems of record. • Requirement gathering concepts. Ability to work with multiple stakeholders to gather business requirements and translate those into technical requirements. • Experience with SQL, Python, and Business Intelligence (BI) tools • Data design/development experience in Hadoop, JIRA, and BI Tools/analytics platforms (i.e., Arcadia, Tableau, Microstrategy, SharePoint) preferred. • Experience with MySQL database management • Experience with the Agile methodology Specific skillset desired • Proficient in SQL, Python, SDLC concepts, and Microsoft Office products (Excel, PowerPoint, Word, Outlook) including: Expertise in Excel macros, graphs, and VBA • Data design/development experience in Hadoop, JIRA, and BI Tools (Tableau, Microstrategy, SharePoint, and/or Arcadia) preferred. • Experience with MySQL database management • Completing data analytics that will be used to guide business decisions; interpreting analysis into strategic and tactical recommendation and presenting results in a professional/compelling manner","Data, Sql, Data analysis, Business analysis, Data governance, Data science, Data extraction, Microsoft excel, Tableau",Company Website,2021-04-22,2021-04-22,Pending,,,,,,,,,,,,,
TEKsystems,Data Analyst,https://www.linkedin.com/jobs/view/2514928771/?refId=c49brlKjYLv%2FnUgwujigQQ%3D%3D&trackingId=uMXeM6VhmQIodsZ3IM1fCQ%3D%3D&trk=d_flagship3_company,15,,"Our client, a leader in the Data Industry, is seeking an analytical and driven Entry Level Data Analyst with experience using SQL and Excel. This project will be supporting one of the company's largest initiatives. This person will be working remotely","Research Analysis Knowledge of SQL and/or Transact SQL Experience working with Microsoft Suite - Outlook, Excel (pivot tables), etc.",Linked In,2021-04-22,2021-04-22,Pending,,,,,,,,,,,,,
TEKsystems,Data Analyst,https://careers.teksystems.com/us/en/job/JP-002098718/Data-Analyst,,,"This team will work closely with the issue mgmt. business consultant team on the issues identified within the retail lending domain. Once an issue has been identified by the BC team, the issues is passed to this team of data analyst to look at the issue and the impact of the issue, The data analyst will analyze the data to see what the impact is and how many consumers have been impacted. Data Investigation & Analytics Members of this team perform the following functions: • Map data flow, source data, and perform analytics to support and determine issue root causes and short term fix • Map data flow, source data and perform analytics to determine impacted customers / look-backs • Map data flow, source data and perform analytics to calculate impact • Build ongoing controls to ensure effectiveness • Serves as control point for consistency by reviewing work being performed by other teams to determine impacted customers / look-backs, and calculate impacts • Ensure sustainable controls and data infrastructure on-going A successful member of this team has deep analytical capabilities, can build data structures, has strong reporting capabilities, can take complex concepts and break them down, knows the right questions to ask when the data is not easily available, and has a sense of urgency in execution.","Data, analyst, SQL, excel, access, SAS Top Skills Details: 1-candidate must have 2+ years of experience writing SQL queries. 2-Strong office suite skills, specifically within excel. 3-Strong communication skills (written/verbal) are a must. The role will be responsible working with business users and stakeholders on identifying issues and presenting solutions.",Company Website,2021-04-22,2021-04-22,Pending,,,,,,,,,,,,,
TEKsystems,Data Analyst,https://careers.teksystems.com/us/en/job/JP-002092711/Data-Analyst,,,,"Data, Data analysis, Tableau, Analysis, erpss, daiss Top Skills Details: 1. quantitative and qualitative data analysis experience and working with tools like SAS, SPSS, tableau, data visualization tools 2. Strong written and communication skills, they may ask for a writing sample at some point and will want to know their experience presenting their own research and data analysis 3. Nice to have would be experience working with focus groups",Company Website,2021-04-22,2021-04-22,Pending,,,,,,,,,,,,,
TEKsystems,Data Analyst,https://careers.teksystems.com/us/en/job/JP-002095950/911-Data-Analyst,,1,"POSITION SUMMARY: TEKsystems has a need for 911 GIS Specialist will manage, develop, and maintain geospatial data and metadata, in support of 9-1-1 services. The role also participates in a variety of tasks requiring interaction with public safety answering points, address and/or data investigation, and coordination with internal and external resources. ESSENTIAL FUNCTIONS: • Oversee and perform ongoing data collection, to include prepping files, resolving errors using appropriate GIS (Geographic Information System) principles, analyzing data and loading of data into the VPC system. • Maintain shape file data and perform database updates as necessary • Perform data quality assurance and quality control • Act as primary POC for various public safety interactions (misc. incoming emails) • Monitor and work 9-1-1 Tickets (goal: meet industry standard 4-hour MTTR), including: o Address investigation o PSAP investigations (misroutes, incorrect PSAP data, i1 PSAP investigations to aid in migrating to i2)","POSITION REQUIRMENTS: • 1-2+ years exp / jr to mid level knowledge of any GIS based web applications • Proficiency with Microsoft Office Suite - MS Excel - vLookups/Pivot tables • Ability to establish and maintain effective working relationships with other employees, teams and external contacts • Ability to work independently on multiple projects • Any telecom knowledge or understanding of telecom and how it interacts with 911 services would be preferred. • 3+ years customer service experience • Strong organizational skills, and demonstrated attention to detail • Ability to understand and communicate both technical and business information in verbal and written form • Excellent verbal and written communication skills • Bachelor’s degree or equivalent work experience; plus, a degree or certification in GIS, or equivalent work experience PREFERRED REQUIRMENTS: • 2+ years telecom experience, including understanding of rate centers and 9-1-1 call routing preferred(any level of understanding) Top Skills Details: 1. 2+ years of experience with GIS fundamentals and Esri software. 2. Customer service experience working directly with end user/customers. 3. Experience with 911 telecom services - Any Level of understanding.",Company Website,2021-04-22,2021-04-22,Pending,,,,,,,,,,,,,
TEKsystems,Business Analyst,https://www.linkedin.com/jobs/view/2514928726/?refId=c49brlKjYLv%2FnUgwujigQQ%3D%3D&trackingId=eiY32NsRUAqXEzo%2FyJmtHg%3D%3D&trk=d_flagship3_company,9,5,"Experienced Business Analyst We have a current need for a Sr.BA who will be part of a team that is supporting and developing enhancement to many of the on-line client applications. Ideally candidate would have experience working on web based applications. Responsibilities will include gather and analyze business requirements, interpret business needs and issues, in order to offer solution to meet business need. Requires advanced oral and written communication skills, development of formal project documentation - requirements, test plans, test cases, ect. Ability to comprehend complex data relationships in order to understand business issues, interpret and create test data. Ability to system test and document.","Skill Sets Required: - Excellent written and verbal communication. - Knowledge of Microsoft office tools. - Experience working in accordance with project life cycle. - Knowledge of structured testing concepts. - Strong SQL skills (select, update, insert, delete) - Problem solving and process analysis work experience - Ability to effectively work with people in and outside of enterprise. - Knowledge of structured life-cycle methodology Skills: Business analysis, Requirement gathering, Sql, Agile, Sql Database, Rally, Problem solving Top Skills Details: 1.Strong analysis skills (problem solving) and written and verbal communications. At least 5 years experience facilitating meetings 2. Experience creating new test cases and updates to existing cases 3. Strong SQL knowledge ****Highly motivated/Independent/Able to come up to speed with very little ramp up time.",Linked In,2021-04-22,2021-04-22,Pending,,,,,,,,,,,,,
UTG ,Technical Data Analyst,https://www.linkedin.com/jobs/view/2511813956,200,1,Essential Functions Include: Gathering requirements from business users Building out solutions end to end; build and present findings Create dashboards for business users Use data story telling to support business users understanding of the ROI,1-3 years of analytics experience Strong SQL Experience with Alteryx and DOMO; Tableau a plus Experience with creating Dashboards Demonstrably passionate and engaged Comfortable in communicating at all levels of an organization,Linked In,2021-04-22,2021-04-22,Pending,,,,,,,,,,,,,
FieldLevel,Entry Level Data Analyst,https://www.indeed.com/rc/clk/dl?jk=2be4ad8a4f08749e&from=ja&qd=RnZhMybXSk4M3QtTVGXWoRsIsAsZb1C1QUkxedJ183l3nyFIFLuPGM0m5r2jNyuZqLJRKEYRbEJJuB2swBudIw&rd=fqiY8RJDvosIMzxD6v1HZV_MKnaSAFGAsD6kfERFt3g&tk=1f3vbihksufl7803&alid=6050a5e62c35633b3c1db8e1,,,"FieldLevel is seeking a strong analytical mind excited to use the the tools of statistics and data science to help make software people love to use. As an entry level data analyst you'll get hands on experience using data to build better software. You'll work side-by-side with domain experts, UX designers, and application developers. The job of the entry level data analyst requires a breadth of knowledge. You should know fundamental methods of statistical analysis. You should have exposure to modern applications of statistics like machine learning, behavioral analytics, and experimental design. You should know SQL, R or Python, and the most common libraries. And because you'll be building software for humans, you should be excited to learn the best ways to gather data both actively and passively as people use our product. Few people are entry level candidates are experts in all of these areas, but you should be well versed in some, with a working knowledge of the others and an appetite to gain expertise in several areas. What you'll do: Answer tough questions that come up by analyzing our data and provide insights gained from analyzing data. Design and deploy new datasets to our data catalog to help teams accomplish objectives Manage analytical escalation: help team members learn how to answer simple questions themselves, provide your own analysis to answer more difficult queries, and collaborate on the hardest questions with the rest of the data science team. Assess and advise on data collection opportunities of new product feature work. Assess and advise on ML opportunities of new product feature work. Monitor and analyze outcomes of experiments the team runs and product features the team deploys. Assist data engineers with pipeline construction","Are humble in the workplace, but you can defend ideas that you believe in. Strong mathematical problem-solving skills Some experience with experimental design and data schemas Sense of when a question can be answered with data and how to do it. Some experience with ML methods Good at explaining general and in particular with plots and numbers. Can speak clearly and simply when discussing analytical topics (doesn't intimidate people with complexity) Proficient with data science programming languages like Python, R, SQL, Regex, Scala. Proficient with data science software platforms like Jupyter, Tableau, Power BI, Spark. Interested in quickly cycling through computational knowledge building: explore hypothesize test discover report Personality Rigorous, Logical, Skeptical, Proactive, Curious Education and Experience BS or higher in data science related field Online course work in ML or statistical analysis Bonus if Past experience with social science research Loves power analysis, conjoint analysis, ML, data visualization",Indeed,2021-04-23,2021-04-23,Pending,,,,,,,,,,,,,
National Association of State Workforce Agencies,Data Analyst,https://www.indeed.com/rc/clk/dl?jk=f79a0e54b8b22479&from=ja&qd=RnZhMybXSk4M3QtTVGXWoRsIsAsZb1C1QUkxedJ183l3nyFIFLuPGM0m5r2jNyuZqLJRKEYRbEJJuB2swBudIw&rd=bKNAUAgBZTnEZxFIcuujzl_MKnaSAFGAsD6kfERFt3g&tk=1f3vbihksufl7803&alid=6050a5e62c35633b3c1db8e1,,,,,Indeed,2021-04-23,2021-04-23,Pending,,,,,,,,,,,,,No
W&SFG,Data Scientist,https://www.linkedin.com/jobs/view/2484346673,,,"We are seeking a Data Scientist or Data Engineer to join our Data & Analytics Center of Excellence department.  The Data & Analytics Center of Excellence is an applied business support function leveraging advances in data management, data science and analytics to provide senior leaders across the Enterprise with information, insights and direction to help meet their business goals. With your help, we can continue to unlimit the possibilities! What would I do? As a Data Scientist or Data Engineer, you will work collaboratively with business unit leaders across the Enterprise to support initiatives focusing on customer and financial advisor acquisition and growth, customer retention, and operational efficiency initiatives. Depending upon your background and area of specialization, you may perform data mining and data driven analyses, develop interactive data visualization solutions or automate reports and dashboards, establish test vs control group designs, and implement predictive models using machine-learning algorithms, often in an automated production environment.  With multiple business units to support, you would work with numerous internal and external data sources, IT partners, vendors and CRM platforms to identify, extract and manage data for analytics and business intelligence purposes. In this role, you will work directly with business leaders to understand their objectives, develop project plans to address their needs, and implement and communicate data driven solutions through customized presentations. This is a great opportunity if you are a recent graduate from a Master’s program or have several years of professional experience in a data and analytics role, with a strong background in information management and/or applied statistics.  Qualified candidates must have a B.S or M.S in a quantitative field such as data science, data analytics, statistics, applied mathematics, economics, computer science, or information systems.  Working knowledge of R or Python, as well as SQL, Tableau and Excel, is required.  Also required is the ability to work with datamarts and relational databases, to extract, build and join data. Exposure to big data platforms, for example, KNIME, Databricks, Azure, is helpful, but not required.  Experience using statistical techniques for supervised and unsupervised learning and model development (for example, regression, classification, time series, clustering, survival analysis, random forests and ensemble methods, analysis of variance, etc.) is also helpful. Tell me about Western & Southern Financial Group As a part of the Western & Southern family, you would enjoy a competitive benefit plan including medical, dental, prescription, vision, long-term and short-term disability coverage, tuition reimbursement, a free fitness center, paid time off and holidays, a 401(k) plan with a company match, AND a defined benefit pension plan! We offer discounted parking or bus subsidies, free breakfast and lunch in our onsite café, as well as numerous employee discounts.",,Linked In,2021-04-23,2021-04-23,Pending,,Qiuyi Teng,Cold Called / Messaged,Note/Connect,,,,,,,,,No
The Phoenix Group,Data Scientist,https://www.linkedin.com/jobs/view/2436454125,,3,"Driving performance for our media campaigns and amazing our clients Day-to-day management of advertising spend you’re responsible for, including ideation on quantitative approaches for driving value, monitoring metrics, and troubleshooting issues Developing new techniques (e.g., ML models, optimization algorithms, and automation) to optimize KPIs and improve IP Building analyses, stories and slides for client reports Interfacing directly with clients to communicate results Productionalizing workflows and contributing your code to their repos Operating existing software infrastructure to traffic, evaluate performance, and analyze media","The ideal candidate will have: A Masters or PhD from a well-regarded college or university. STEM degrees are preferred. 3+ years of hands-on experience doing quantitative analysis, modeling, optimization and/or statistics. Experience utilizing Python (or similar language) and SQL. Superb communication and presentation skills A desire to work on advertising challenges that require flexibility in approach -- everything from on-the-fly analytics to statistics, big data, machine learning, and mathematical algorithms An ability to translate business challenges into quantitative problems, and solve them by whatever means necessary, which may not always be strict machine learning A willingness to learn foundational knowledge and skills rapidly An ability to think strategically, analytically, and proactively about diverse business problems A commitment to managing the quality & accuracy of analytics, ensuring high standards with your and others’ work Experience in advertising or advertising technology is a plus Experience multi-tasking in a fast-paced environment is a plus Experience working directly with clients is a plus Experience working on a tech team is a plus, with experience in cloud technologies, version control, etc.",Linked In,2021-04-23,2021-04-23,Pending,,Rachel Newell,Cold Called / Messaged,InMail,,,,,,,,,No
Channel Factory,Data Scientist,https://www.linkedin.com/jobs/view/2512696904,,5,"Develop repeatable automated data wrangling activities. Feature engineering to create greater explanatory value from data. Exploratory data analysis to determine trends within the data that explain performance. Build models to leveraging multiple algorithms (logistic regression, random forest, GBM, RNN, CNN, CHAID, etc). Conduct Text Mining (Sentiment Analysis, TF-IDF, etc). Create code deployable as automated routines in production environments. Model validation activities. Conduct supervised and unsupervised analysis of ad campaigns. Data visualization to quickly communicate trends within campaigns. Create presentations summarizing the results of campaign optimizations. Establish statistically valid measurement practices to communicate campaign results.","Ideal Candidate Profile Natural curiosity about systems, data, and behaviors. Independent self-starter with the ability to execute with limit supervision. Effective communicator with the ability to convey complex ideas in simple general terms. Resourceful in the development of solutions. Experience with big data platforms (Hadoop, Spark, or Redshift). Experience in AdTech or data-driven marketing. Requirements Master’s degree in Statistics, Engineering, Economics, or Applied Mathematics. 5 or more years of applied statistical analysis. 5 or more years of experience with Python (Preferred) or R or Scala. 3 or more years of experience with SQL. For Python users intermediate or better knowledge of scikit-learn or keras, pandas, and numpy, matplotlib or ggplot or boheh, and database interfaces. For R users intermediate or better knowledge of tidyverse (dplyr, tidyr, ggplot2, etc.), caret, gbm, randomForest, database interfaces (RODBC, dbi, RMySQL, etc)",Linked In,2021-04-23,2021-04-23,Pending,,Luis Tinajero,Cold Called / Messaged,InMail,,,,,,,,,No
Inspire11,Data Scientist,https://www.linkedin.com/jobs/view/2495082066,,4,"Conduct detailed analyses to understand and explain business problems and utilize standard analysis skills such as facilitation, interview, gap analysis, etc. Identify, develop and document issues, perform analysis, draw conclusions and formulate strategic recommendations, with assistance with management team members Create clear and actionable Data Science roadmaps and supporting business cases, while prioritizing quick wins with near-term measurable impact Identify and leverage approaches, appropriate tools and methodologies Enthusiastically contribute towards industry specific offerings/thoughts leadership development","At least 4+ years of Data Science experience Previous experience working with multiple verticals and/or business units An aptitude for critical and analytical thinking as well as the capacity to accept out-of-the-box solutions Experience scoping and/or leading data science initiatives Excellent communication skills Fundamental statistical knowledge such as probability, t-tests, ANOVA, research design Experience using time series decomposition methods Fluent in SQL and either Python or R Experience creating compelling dashboards in a BI Tool (Power BI preferred) Experience deploying models into a production environment",Linked In,2021-04-23,2021-04-23,Pending,,Kelley Zwisler,Cold Called / Messaged,InMail,,,,,,,,,No
BusPatrol,Data Scientist,https://www.linkedin.com/jobs/view/2517416973,,3,"The Data Scientist is a high-impact role that will work closely with our Customer, Sales, and Operations teams to help drive data-driven decisions that accelerate BusPatrol’s efficient growth. If storytelling and impacting operational decisions through numbers is exciting to you, we want to hear from you! This is a high visibility role that will be interfacing with business leaders on a regular basis, defining team roadmap and gathering requirements to deliver innovative solutions. The ideal candidate is a self-starter, highly analytical, curious, and comfortable diving deep into large data sets to unearth insights. Our environment is fast-paced and requires someone who is enthusiastic, flexible, detail-oriented, analytical, and comfortable working with multiple teams and competing priorities. Apply excellent analytical and problem-solving skills to drive business decisions in a dynamic environment to deliver customer benefit and performance analytics Work both independently and collaboratively with other scientists, engineers, designers, BI developers, and product managers on complex projects that deliver value to BusPatrol Excellent communication skills and ability to structure a compelling storyline to present a narrative using actionable data-driven insights Ability to conceptualize business issues or opportunities, formulate hypotheses and goals, define KPIs and make appropriate recommendations Build world-class prescriptive and predictive models to solve business problems in a fast-moving environment Leverage internal and external data to synthesize nuggets of insights that explain underlying trends in the automated enforcement ecosystem Identify opportunities for automation to drive scalability, improve efficiency and productivity of the broader team Strong written and verbal communication skills with the ability to effectively synthesize insights (including model theory, selection tradeoffs, and limitations) to executives and/or customers In time, hire, train, mentor, and lead a robust data analytics team for BusPatrol","An advanced degree (Ph.D. preferred) in economics, finance, statistics, or another quantitative subject area 3+ years relevant experience Proven track record navigating across a wide range of data sources and systems to deliver analytics and visualization that deliver business impact Strong theoretical understanding and applied expertise with databases, data structures, big data, machine learning, and methods (K-Means, Random Forest, Gradient Boosting, etc.) Expertise with industry-leading analytics approaches (e.g., database analytics, digital analytics, data visualization) and platforms (e.g., Redshift, MySQL, PostgreSQL, Amazon, Tableau) Proficiency in SQL, R, and/or Python Exceptional analytical skills and strong business acumen Outstanding communication skills with the ability to influence decision-makers and build consensus with teams Intellectually curious, self-starter, team player",Linked In,2021-04-23,2021-04-23,Pending,,Tim Berti,Cold Called / Messaged,InMail,,,,,,,,,No
Amplify Consulting Partners Inc ,Data Scientist,https://www.linkedin.com/jobs/view/2496654679/?alternateChannel=search&refId=Die2jW7pEZmKuLXYiSd72g%3D%3D&trackingId=9Z0aIfagCzZ8sJ0HLJ%2FK6A%3D%3D,,5,"Solving our clients most critical and difficult problems with cloud and on-premise based data architectures and advanced analytics Drive overall growth of practice area through business development and thought leadership Assist as needed with pre-sales technical support, including sales calls and proposal writing Building and deploying data science models Inform sales and executives of upcoming technologies or trends that may impact the pipeline and/or our business model Work as part of a larger analytics team partaking in collaboration and assisting others when needed","Graduate degree (MS or PhD) in Electrical Engineering, Industrial Engineering, Computer Science, Mathematics or Statistics 5+ years of experience in data science, machine learning or advanced analytics projects Experience using modeling and optimization techniques, tailored to meet business needs and productized for business use Experience working with customer data in SaaS companies Experience delivering products and services in a fast-paced, high-growth environment, working cross-functionally within a team Experience building models with R, Python, PySpark, SQL Experience deploying models on GCP Demonstrated ability to understand and discuss technical concepts, manage tradeoffs and evaluate opportunistic new ideas Excellent written and verbal communication skills, able to communicate complex data and systems concepts in simple terms to a broad range of partners Nice To Have Experience leading a Data Science vertical within analytics focused organization Hand on experience delivering ML/AI focused solutions Experience with data visualization in PowerBI or Tableau Experience with data modeling in PySpark, SQL Server, Snowflake, or Alteryx Experience with Azure Cloud Platforms, especially Databricks Ability to deploy on cloud platforms such as AWS, GCP and Azure Experience in consulting",Linked In,2021-04-23,2021-04-23,Pending,,Jason Simas,Cold Called / Messaged,Note/Connect,,,,,,,,,No
"AITOMATIC, Inc",Data Scientist,https://www.linkedin.com/jobs/view/2495024060,,,,,Linked In,2021-04-23,2021-04-23,Pending,,,,,,,,,,,,,No
CrowdStreet,Data Scientist,https://www.linkedin.com/jobs/view/2437692834/?alternateChannel=search&refId=Die2jW7pEZmKuLXYiSd72g%3D%3D&trackingId=EajtG3c8DsGQgNp4y4t5ww%3D%3D,,3,"As a Data Scientist at CrowdStreet, you’ll be a part of a small and expanding Data Engineering Team, leveraging a maturing data warehouse platform. You’ll be diving deep into Snowflake, centralizing business definitions and ubiquitous language, identifying gaps in needed data, and helping expose areas to be cleaned and better transformed. As business needs and available data have both been identified, you’ll start building out statistical and predictive models to enhance analysis of marketing and investor relations. You’ll continue training and adding models to aspire towards the ideal investor journey, while partnering with the data team to find new data to bring into your domain.","Bachelor’s degree (Master’s preferred) in a related quantitative field (Data Science, Computer Science, Math, Statistics, Engineering, Physics, Economics). 3+ years of relevant working experience manipulating data sets, building statistical models and recommendation engines, performing time-series forecasting, marketing trend analysis, etc. Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets. Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc. Experience with modern Machine Learning frameworks and/or platforms (Tensorflow, PyTorch, SageMaker). Technical/Functional Competencies Exceptional at assessing data to determine behaviors, offer recommendations, identify trends, and return predictions, using proven approaches of statistical analysis and machine learning. Comfortable in Cloud-native services (AWS), Data Warehouses & Data Lakes - Snowflake a plus. Familiar with ELT tools such as Stitch, dbt_, data cleaning tools. Strong communication skills, you’ll be working with every segment of the business, collecting requirements, understanding behaviors, and collaborating with product & engineering. Familiar and capable in the full analytics stack, analyzing and ingressing new data sources, specifying and/or building transformations, and materializing in data warehouses. Working with Java, REST and Python Previous backend\data engineering experience will be valuable on this small, but growing team. Financial, real estate or marketing experience is a plus.",Linked In,2021-04-23,2021-04-23,Pending,,,,,,,,,,,,,No
Neiman Marcus Group,Data Scientist,https://www.linkedin.com/jobs/view/2512277302/?alternateChannel=search&refId=Die2jW7pEZmKuLXYiSd72g%3D%3D&trackingId=ky7CBde8429cTz50cNcNdg%3D%3D,,1,"The position will report to the Senior Director of Data Science Collaborate with cross-organization to ideate and prioritize use cases, business problems, and user stories that can enhance customers experience and increase NMG ROI. Lead data science projects independently while collaborating with team members and multi-organizational stakeholders. Develops statistical, econometric, AI/ML, and optimization models for personalization, customer engagement, marketing science, retail analytics, business analytics, and supply-chain analytics using big data in cloud environment to improve customer satisfaction and promote growth. Leverage state-of-the-art data science tools, methodologies, and algorithms to drive improved decisions Collaborate in the development and implementation of predictive models, segmentation strategies, optimization algorithms, and data mining analyses with a targeted result of increasing revenue. Research, innovate, and design algorithms and techniques to contribute in optimization and automation. May be allowed to work from home or from remote location upon corporate approval","At least a quant-based graduate degree such as Computer Science, Electrical Engineering, Math, Statistics, Physics, Economics, or other related fields from a reputed university with course work that includes analytics, coding, statistics, math, and algorithm development. Ph.D. is Preferred Strong in Math, Statistic, Finance, and Econometric Expert Level skills in at least two of the followings: a) graph/network theory, b) personalized recommendation engine, c) statistical modeling and linear/non-linear optimization theory, d) machine learning and neural Network 1+ years of hands on experience in Data Science. Experience in working in retail space will be a plus. Strong coding skills in SQL, Python Experience in using Keras, Tensorflow, and scikit-learn Experience in working on Spark, AWS SageMaker, S3, and SnowFlake is a plus Experience with full lifecycle agile and experimental design methods. Experience in processing and performing multi-faceted analysis with on-line browsing, sales transaction, product, and inventory data. Exceptional standards for quality and strong attention to detail Ability to manage multiple projects and on-demand business requests simultaneously Able to work in a fast-paced agile team with team members from diverse areas such as marketing, creative, strategy, product, and engineering",Linked In,2021-04-23,2021-04-23,Pending,,Sohel Khan,Cold Called / Messaged,Note/Connect,Yeswanth Chowdary,Cold Called / Messaged,Note/Connect,,,,,,No
Brillio,Data Scientist,https://www.linkedin.com/jobs/view/2497758560/?alternateChannel=search&refId=Die2jW7pEZmKuLXYiSd72g%3D%3D&trackingId=PUU0TZiBA7xcaYKd5yklKg%3D%3D,,,,,Linked In,2021-04-23,2021-04-23,Pending,,,,,,,,,,,,,No
ClearObject,Data Scientist,https://www.linkedin.com/jobs/view/2492674631,,,"To perform this job successfully, an individual must be able to perform the following satisfactorily; other roles or responsibilities may be assigned. ●     Analyze and Organize large amounts of raw data ●     Perform exploratory data analysis and report on results ●     Develop and maintain datasets ●     Train and retrain machine learning models ●     Interpret trends and patterns ●     Conduct complex data analysis and report on results ●     Build algorithms and prototypes ●     Combine data from multiple sources ●     Collaborate with engineers, full-stack and back-end developers, and the other product team members on several projects","Strong background in statistics and mathematical modeling ●     Experience building predictive models ●     Experience building computer vision ML models is a plus ●     Familiarity with Kubernetes and Docker ●     Familiarity with managing CI/CD pipelines (e.g. Jenkins, CircleCI, Spinnaker, Gitlab) ●     Familiarity with either the Spark or Dask ecosystem ●     Experience with modern data science toolkits such as Project Jupyter ●     Experience with PyTorch ●     Technical expertise with data models, data mining, and segmentation techniques ●     Intermediate (or better) Python development experience ●     Proficient with SQL & noSQL database design ●     BA/BS degree in Computer Science, IT, ML, Statistics or related technical field or equivalent practical experience; Master’s Degree is a plus ●     Desire and ability to learn new skills while improving current skills Nice to haves: ●     Experience with Google Cloud Platform ●     Experience with data visualization tools such as Google Data Studio, Tableau, PowerBI, etc. ●     Data Science, Machine Learning or Cloud certifications are a plus (e.g. Google Cloud Platform Certified Professional Machine Learning Engineer)",Linked In,2021-04-23,2021-04-23,Pending,,,,,,,,,,,,,No
MiSource,Data Scientist,https://www.linkedin.com/jobs/view/2497763751,,,Responsible for analyzing data for the purpose of building and optimizing operation systems with the use of Machine Learning and Deep Learning.,"They should have solid understanding of popular machine learning algorithms and latest and newly emerged statistical, visualization, extraction and algorithmic methods. Proficiency in at least one statistical software package such as R, Stata, Matlab, or Python; experience with object-oriented programming languages; as well as expertise using SQL for acquiring and transforming data from relational databases Extensive SDLC experience and thorough knowledge of a variety of programming languages, databases and various frameworks including mobile development. Experience in Multiple reporting/dashboard/analytical systems and technologies Experience developing standards and design patterns for cloud-based development including implementing cloud-based analytics platforms. Experience with designing and architecting SQL databases like MS SQL, PostgreSQL with hands on backend systems development and data warehouse platform design",Linked In,2021-04-23,2021-04-23,Pending,,,,,,,,,,,,,No
ettain group,Data Scientist,https://www.linkedin.com/jobs/view/2516982606,,,,,,,,,,,,,,,,,,,,,No
